Time_interval,Subject,Problem_ID,Session,No_moves_in,No_moves_out
450.0,268.0,2.0,5.0,0.0,0.0
465.0,268.0,2.0,5.0,0.0,0.0
480.0,268.0,2.0,5.0,0.0,0.0
495.0,268.0,2.0,5.0,0.0,0.0
510.0,268.0,2.0,5.0,0.0,0.0
525.0,268.0,2.0,5.0,0.0,0.0
540.0,268.0,2.0,5.0,0.0,0.0
555.0,268.0,2.0,5.0,0.0,0.0
570.0,268.0,2.0,5.0,0.0,0.0
585.0,268.0,2.0,5.0,0.0,0.0
600.0,268.0,2.0,5.0,0.0,0.0
615.0,268.0,2.0,5.0,0.0,0.0
630.0,268.0,2.0,5.0,0.0,0.0
645.0,268.0,2.0,5.0,0.0,0.0
660.0,268.0,2.0,5.0,0.0,0.0
675.0,268.0,2.0,5.0,0.0,0.0
690.0,268.0,2.0,5.0,0.0,0.0
705.0,268.0,2.0,5.0,0.0,0.0
15.0,269.0,2.0,5.0,NaN,NaN
30.0,269.0,2.0,5.0,NaN,NaN
45.0,269.0,2.0,5.0,NaN,NaN
60.0,269.0,2.0,5.0,NaN,NaN
75.0,269.0,2.0,5.0,NaN,NaN
90.0,269.0,2.0,5.0,NaN,NaN
105.0,269.0,2.0,5.0,NaN,NaN
120.0,269.0,2.0,5.0,NaN,NaN
135.0,269.0,2.0,5.0,NaN,NaN
150.0,269.0,2.0,5.0,NaN,NaN
165.0,269.0,2.0,5.0,NaN,NaN
180.0,269.0,2.0,5.0,NaN,NaN
195.0,269.0,2.0,5.0,NaN,NaN
210.0,269.0,2.0,5.0,NaN,NaN
225.0,269.0,2.0,5.0,NaN,NaN
240.0,269.0,2.0,5.0,NaN,NaN
255.0,269.0,2.0,5.0,NaN,NaN
270.0,269.0,2.0,5.0,NaN,NaN
285.0,269.0,2.0,5.0,NaN,NaN
300.0,269.0,2.0,5.0,NaN,NaN
315.0,269.0,2.0,5.0,NaN,NaN
330.0,269.0,2.0,5.0,NaN,NaN
345.0,269.0,2.0,5.0,NaN,NaN
360.0,269.0,2.0,5.0,NaN,NaN
375.0,269.0,2.0,5.0,NaN,NaN
390.0,269.0,2.0,5.0,NaN,NaN
405.0,269.0,2.0,5.0,NaN,NaN
420.0,269.0,2.0,5.0,NaN,NaN
435.0,269.0,2.0,5.0,NaN,NaN
450.0,269.0,2.0,5.0,NaN,NaN
465.0,269.0,2.0,5.0,NaN,NaN
480.0,269.0,2.0,5.0,NaN,NaN
495.0,269.0,2.0,5.0,NaN,NaN
510.0,269.0,2.0,5.0,NaN,NaN
525.0,269.0,2.0,5.0,NaN,NaN
540.0,269.0,2.0,5.0,NaN,NaN
555.0,269.0,2.0,5.0,NaN,NaN
570.0,269.0,2.0,5.0,NaN,NaN
585.0,269.0,2.0,5.0,NaN,NaN
600.0,269.0,2.0,5.0,NaN,NaN
615.0,269.0,2.0,5.0,NaN,NaN
630.0,269.0,2.0,5.0,NaN,NaN
645.0,269.0,2.0,5.0,NaN,NaN
660.0,269.0,2.0,5.0,NaN,NaN
675.0,269.0,2.0,5.0,NaN,NaN
690.0,269.0,2.0,5.0,NaN,NaN
705.0,269.0,2.0,5.0,NaN,NaN
15.0,267.0,2.0,2.0,NaN,NaN
30.0,267.0,2.0,2.0,NaN,NaN
45.0,267.0,2.0,2.0,NaN,NaN
60.0,267.0,2.0,2.0,NaN,NaN
75.0,267.0,2.0,2.0,NaN,NaN
90.0,267.0,2.0,2.0,NaN,NaN
105.0,267.0,2.0,2.0,NaN,NaN
120.0,267.0,2.0,2.0,NaN,NaN
135.0,267.0,2.0,2.0,NaN,NaN
150.0,267.0,2.0,2.0,NaN,NaN
165.0,267.0,2.0,2.0,NaN,NaN
180.0,267.0,2.0,2.0,NaN,NaN
195.0,267.0,2.0,2.0,NaN,NaN
210.0,267.0,2.0,2.0,NaN,NaN
225.0,267.0,2.0,2.0,NaN,NaN
240.0,267.0,2.0,2.0,NaN,NaN
255.0,267.0,2.0,2.0,NaN,NaN
270.0,267.0,2.0,2.0,NaN,NaN
285.0,267.0,2.0,2.0,NaN,NaN
300.0,267.0,2.0,2.0,NaN,NaN
315.0,267.0,2.0,2.0,NaN,NaN
330.0,267.0,2.0,2.0,NaN,NaN
345.0,267.0,2.0,2.0,NaN,NaN
360.0,267.0,2.0,2.0,NaN,NaN
375.0,267.0,2.0,2.0,NaN,NaN
390.0,267.0,2.0,2.0,NaN,NaN
405.0,267.0,2.0,2.0,NaN,NaN
420.0,267.0,2.0,2.0,NaN,NaN
435.0,267.0,2.0,2.0,NaN,NaN
450.0,267.0,2.0,2.0,NaN,NaN
465.0,267.0,2.0,2.0,NaN,NaN
480.0,267.0,2.0,2.0,NaN,NaN
495.0,267.0,2.0,2.0,NaN,NaN
510.0,267.0,2.0,2.0,NaN,NaN
525.0,267.0,2.0,2.0,NaN,NaN
540.0,267.0,2.0,2.0,NaN,NaN
555.0,267.0,2.0,2.0,NaN,NaN
570.0,267.0,2.0,2.0,NaN,NaN
585.0,267.0,2.0,2.0,NaN,NaN
600.0,267.0,2.0,2.0,NaN,NaN
615.0,267.0,2.0,2.0,NaN,NaN
630.0,267.0,2.0,2.0,NaN,NaN
645.0,267.0,2.0,2.0,NaN,NaN
660.0,267.0,2.0,2.0,NaN,NaN
675.0,267.0,2.0,2.0,NaN,NaN
690.0,267.0,2.0,2.0,NaN,NaN
705.0,267.0,2.0,2.0,NaN,NaN
15.0,273.0,2.0,2.0,12.0,0.0
30.0,273.0,2.0,2.0,9.0,2.0
45.0,273.0,2.0,2.0,0.0,1.0
60.0,273.0,2.0,2.0,1.0,3.0
75.0,273.0,2.0,2.0,0.0,0.0
90.0,273.0,2.0,2.0,4.0,4.0
105.0,273.0,2.0,2.0,4.0,0.0
120.0,273.0,2.0,2.0,2.0,1.0
135.0,273.0,2.0,2.0,0.0,0.0
150.0,273.0,2.0,2.0,0.0,0.0
165.0,273.0,2.0,2.0,0.0,3.0
180.0,273.0,2.0,2.0,5.0,3.0
195.0,273.0,2.0,2.0,1.0,0.0
210.0,273.0,2.0,2.0,0.0,0.0
225.0,273.0,2.0,2.0,0.0,0.0
240.0,273.0,2.0,2.0,0.0,0.0
255.0,273.0,2.0,2.0,0.0,0.0
270.0,273.0,2.0,2.0,0.0,0.0
285.0,273.0,2.0,2.0,0.0,0.0
300.0,273.0,2.0,2.0,0.0,0.0
315.0,273.0,2.0,2.0,0.0,0.0
330.0,273.0,2.0,2.0,0.0,0.0
345.0,273.0,2.0,2.0,0.0,0.0
360.0,273.0,2.0,2.0,0.0,0.0
375.0,273.0,2.0,2.0,0.0,0.0
390.0,273.0,2.0,2.0,0.0,0.0
405.0,273.0,2.0,2.0,0.0,0.0
420.0,273.0,2.0,2.0,0.0,0.0
435.0,273.0,2.0,2.0,0.0,0.0
450.0,273.0,2.0,2.0,0.0,0.0
465.0,273.0,2.0,2.0,0.0,0.0
480.0,273.0,2.0,2.0,0.0,0.0
495.0,273.0,2.0,2.0,0.0,0.0
510.0,273.0,2.0,2.0,0.0,0.0
525.0,273.0,2.0,2.0,0.0,0.0
540.0,273.0,2.0,2.0,0.0,0.0
555.0,273.0,2.0,2.0,0.0,0.0
570.0,273.0,2.0,2.0,0.0,0.0
585.0,273.0,2.0,2.0,0.0,0.0
600.0,273.0,2.0,2.0,0.0,0.0
615.0,273.0,2.0,2.0,0.0,0.0
630.0,273.0,2.0,2.0,0.0,0.0
645.0,273.0,2.0,2.0,0.0,0.0
660.0,273.0,2.0,2.0,0.0,0.0
675.0,273.0,2.0,2.0,0.0,0.0
690.0,273.0,2.0,2.0,0.0,0.0
705.0,273.0,2.0,2.0,0.0,0.0
15.0,272.0,2.0,2.0,2.0,0.0
30.0,272.0,2.0,2.0,2.0,2.0
45.0,272.0,2.0,2.0,1.0,0.0
60.0,272.0,2.0,2.0,0.0,0.0
75.0,272.0,2.0,2.0,1.0,0.0
90.0,272.0,2.0,2.0,0.0,0.0
105.0,272.0,2.0,2.0,0.0,0.0
120.0,272.0,2.0,2.0,0.0,0.0
135.0,272.0,2.0,2.0,0.0,0.0
150.0,272.0,2.0,2.0,0.0,0.0
165.0,272.0,2.0,2.0,0.0,0.0
180.0,272.0,2.0,2.0,0.0,0.0
195.0,272.0,2.0,2.0,0.0,0.0
210.0,272.0,2.0,2.0,2.0,1.0
225.0,272.0,2.0,2.0,0.0,0.0
240.0,272.0,2.0,2.0,0.0,0.0
255.0,272.0,2.0,2.0,1.0,4.0
270.0,272.0,2.0,2.0,3.0,0.0
285.0,272.0,2.0,2.0,0.0,0.0
300.0,272.0,2.0,2.0,0.0,0.0
315.0,272.0,2.0,2.0,0.0,0.0
330.0,272.0,2.0,2.0,0.0,0.0
345.0,272.0,2.0,2.0,0.0,0.0
360.0,272.0,2.0,2.0,0.0,0.0
375.0,272.0,2.0,2.0,0.0,0.0
390.0,272.0,2.0,2.0,0.0,0.0
405.0,272.0,2.0,2.0,0.0,0.0
420.0,272.0,2.0,2.0,0.0,0.0
435.0,272.0,2.0,2.0,0.0,0.0
450.0,272.0,2.0,2.0,0.0,0.0
465.0,272.0,2.0,2.0,0.0,0.0
480.0,272.0,2.0,2.0,0.0,0.0
495.0,272.0,2.0,2.0,0.0,0.0
510.0,272.0,2.0,2.0,0.0,0.0
525.0,272.0,2.0,2.0,0.0,0.0
540.0,272.0,2.0,2.0,0.0,0.0
555.0,272.0,2.0,2.0,0.0,0.0
570.0,272.0,2.0,2.0,0.0,0.0
585.0,272.0,2.0,2.0,0.0,0.0
600.0,272.0,2.0,2.0,0.0,0.0
615.0,272.0,2.0,2.0,0.0,0.0
630.0,272.0,2.0,2.0,0.0,0.0
645.0,272.0,2.0,2.0,0.0,0.0
660.0,272.0,2.0,2.0,0.0,0.0
675.0,272.0,2.0,2.0,0.0,0.0
690.0,272.0,2.0,2.0,0.0,0.0
705.0,272.0,2.0,2.0,0.0,0.0
15.0,270.0,2.0,2.0,0.0,0.0
30.0,270.0,2.0,2.0,0.0,0.0
45.0,270.0,2.0,2.0,0.0,0.0
60.0,270.0,2.0,2.0,2.0,0.0
75.0,270.0,2.0,2.0,1.0,0.0
90.0,270.0,2.0,2.0,0.0,0.0
105.0,270.0,2.0,2.0,0.0,0.0
120.0,270.0,2.0,2.0,0.0,0.0
135.0,270.0,2.0,2.0,0.0,0.0
150.0,270.0,2.0,2.0,0.0,0.0
165.0,270.0,2.0,2.0,0.0,0.0
180.0,270.0,2.0,2.0,5.0,0.0
195.0,270.0,2.0,2.0,0.0,0.0
210.0,270.0,2.0,2.0,0.0,0.0
225.0,270.0,2.0,2.0,0.0,0.0
240.0,270.0,2.0,2.0,0.0,0.0
255.0,270.0,2.0,2.0,0.0,0.0
270.0,270.0,2.0,2.0,0.0,0.0
285.0,270.0,2.0,2.0,0.0,0.0
300.0,270.0,2.0,2.0,0.0,0.0
315.0,270.0,2.0,2.0,0.0,0.0
330.0,270.0,2.0,2.0,0.0,0.0
345.0,270.0,2.0,2.0,0.0,0.0
360.0,270.0,2.0,2.0,0.0,0.0
375.0,270.0,2.0,2.0,0.0,0.0
390.0,270.0,2.0,2.0,0.0,0.0
405.0,270.0,2.0,2.0,0.0,0.0
420.0,270.0,2.0,2.0,0.0,0.0
435.0,270.0,2.0,2.0,0.0,0.0
450.0,270.0,2.0,2.0,0.0,0.0
465.0,270.0,2.0,2.0,0.0,6.0
480.0,270.0,2.0,2.0,5.0,0.0
495.0,270.0,2.0,2.0,0.0,0.0
510.0,270.0,2.0,2.0,0.0,0.0
525.0,270.0,2.0,2.0,1.0,4.0
540.0,270.0,2.0,2.0,3.0,3.0
555.0,270.0,2.0,2.0,1.0,0.0
570.0,270.0,2.0,2.0,1.0,2.0
585.0,270.0,2.0,2.0,4.0,0.0
600.0,270.0,2.0,2.0,0.0,0.0
615.0,270.0,2.0,2.0,0.0,0.0
630.0,270.0,2.0,2.0,0.0,0.0
645.0,270.0,2.0,2.0,0.0,0.0
660.0,270.0,2.0,2.0,0.0,0.0
675.0,270.0,2.0,2.0,0.0,0.0
690.0,270.0,2.0,2.0,0.0,0.0
705.0,270.0,2.0,2.0,0.0,0.0
15.0,264.0,2.0,2.0,NaN,NaN
30.0,264.0,2.0,2.0,NaN,NaN
45.0,264.0,2.0,2.0,NaN,NaN
60.0,264.0,2.0,2.0,NaN,NaN
75.0,264.0,2.0,2.0,NaN,NaN
90.0,264.0,2.0,2.0,NaN,NaN
105.0,264.0,2.0,2.0,NaN,NaN
120.0,264.0,2.0,2.0,NaN,NaN
135.0,264.0,2.0,2.0,NaN,NaN
150.0,264.0,2.0,2.0,NaN,NaN
165.0,264.0,2.0,2.0,NaN,NaN
180.0,264.0,2.0,2.0,NaN,NaN
195.0,264.0,2.0,2.0,NaN,NaN
210.0,264.0,2.0,2.0,NaN,NaN
225.0,264.0,2.0,2.0,NaN,NaN
240.0,264.0,2.0,2.0,NaN,NaN
255.0,264.0,2.0,2.0,NaN,NaN
270.0,264.0,2.0,2.0,NaN,NaN
285.0,264.0,2.0,2.0,NaN,NaN
300.0,264.0,2.0,2.0,NaN,NaN
315.0,264.0,2.0,2.0,NaN,NaN
330.0,264.0,2.0,2.0,NaN,NaN
345.0,264.0,2.0,2.0,NaN,NaN
360.0,264.0,2.0,2.0,NaN,NaN
375.0,264.0,2.0,2.0,NaN,NaN
390.0,264.0,2.0,2.0,NaN,NaN
405.0,264.0,2.0,2.0,NaN,NaN
420.0,264.0,2.0,2.0,NaN,NaN
435.0,264.0,2.0,2.0,NaN,NaN
450.0,264.0,2.0,2.0,NaN,NaN
465.0,264.0,2.0,2.0,NaN,NaN
480.0,264.0,2.0,2.0,NaN,NaN
495.0,264.0,2.0,2.0,NaN,NaN
510.0,264.0,2.0,2.0,NaN,NaN
525.0,264.0,2.0,2.0,NaN,NaN
540.0,264.0,2.0,2.0,NaN,NaN
555.0,264.0,2.0,2.0,NaN,NaN
570.0,264.0,2.0,2.0,NaN,NaN
585.0,264.0,2.0,2.0,NaN,NaN
600.0,264.0,2.0,2.0,NaN,NaN
615.0,264.0,2.0,2.0,NaN,NaN
630.0,264.0,2.0,2.0,NaN,NaN
645.0,264.0,2.0,2.0,NaN,NaN
660.0,264.0,2.0,2.0,NaN,NaN
675.0,264.0,2.0,2.0,NaN,NaN
690.0,264.0,2.0,2.0,NaN,NaN
705.0,264.0,2.0,2.0,NaN,NaN
15.0,258.0,2.0,2.0,0.0,0.0
30.0,258.0,2.0,2.0,6.0,1.0
45.0,258.0,2.0,2.0,1.0,5.0
60.0,258.0,2.0,2.0,5.0,0.0
75.0,258.0,2.0,2.0,2.0,0.0
90.0,258.0,2.0,2.0,1.0,0.0
105.0,258.0,2.0,2.0,1.0,0.0
120.0,258.0,2.0,2.0,4.0,0.0
135.0,258.0,2.0,2.0,2.0,0.0
150.0,258.0,2.0,2.0,0.0,0.0
165.0,258.0,2.0,2.0,0.0,0.0
180.0,258.0,2.0,2.0,0.0,0.0
195.0,258.0,2.0,2.0,0.0,0.0
210.0,258.0,2.0,2.0,0.0,0.0
225.0,258.0,2.0,2.0,0.0,0.0
240.0,258.0,2.0,2.0,0.0,0.0
255.0,258.0,2.0,2.0,0.0,0.0
270.0,258.0,2.0,2.0,0.0,0.0
285.0,258.0,2.0,2.0,0.0,0.0
300.0,258.0,2.0,2.0,0.0,0.0
315.0,258.0,2.0,2.0,0.0,0.0
330.0,258.0,2.0,2.0,0.0,0.0
345.0,258.0,2.0,2.0,0.0,0.0
360.0,258.0,2.0,2.0,0.0,0.0
375.0,258.0,2.0,2.0,0.0,0.0
390.0,258.0,2.0,2.0,0.0,0.0
405.0,258.0,2.0,2.0,0.0,0.0
420.0,258.0,2.0,2.0,0.0,0.0
435.0,258.0,2.0,2.0,0.0,0.0
450.0,258.0,2.0,2.0,0.0,0.0
465.0,258.0,2.0,2.0,0.0,0.0
480.0,258.0,2.0,2.0,0.0,0.0
495.0,258.0,2.0,2.0,0.0,0.0
510.0,258.0,2.0,2.0,0.0,0.0
525.0,258.0,2.0,2.0,0.0,0.0
540.0,258.0,2.0,2.0,0.0,0.0
555.0,258.0,2.0,2.0,0.0,0.0
570.0,258.0,2.0,2.0,0.0,0.0
585.0,258.0,2.0,2.0,0.0,0.0
600.0,258.0,2.0,2.0,0.0,0.0
615.0,258.0,2.0,2.0,0.0,0.0
630.0,258.0,2.0,2.0,0.0,0.0
645.0,258.0,2.0,2.0,0.0,0.0
660.0,258.0,2.0,2.0,0.0,0.0
675.0,258.0,2.0,2.0,0.0,0.0
690.0,258.0,2.0,2.0,0.0,0.0
705.0,258.0,2.0,2.0,0.0,0.0
15.0,259.0,2.0,2.0,0.0,0.0
30.0,259.0,2.0,2.0,0.0,0.0
45.0,259.0,2.0,2.0,0.0,0.0
60.0,259.0,2.0,2.0,0.0,0.0
75.0,259.0,2.0,2.0,0.0,0.0
90.0,259.0,2.0,2.0,0.0,0.0
105.0,259.0,2.0,2.0,0.0,0.0
120.0,259.0,2.0,2.0,3.0,0.0
135.0,259.0,2.0,2.0,6.0,1.0
150.0,259.0,2.0,2.0,0.0,0.0
165.0,259.0,2.0,2.0,0.0,0.0
180.0,259.0,2.0,2.0,0.0,0.0
195.0,259.0,2.0,2.0,0.0,0.0
210.0,259.0,2.0,2.0,2.0,3.0
225.0,259.0,2.0,2.0,5.0,7.0
240.0,259.0,2.0,2.0,3.0,0.0
255.0,259.0,2.0,2.0,0.0,0.0
270.0,259.0,2.0,2.0,0.0,0.0
285.0,259.0,2.0,2.0,0.0,0.0
300.0,259.0,2.0,2.0,0.0,0.0
315.0,259.0,2.0,2.0,0.0,0.0
330.0,259.0,2.0,2.0,3.0,9.0
345.0,259.0,2.0,2.0,4.0,2.0
360.0,259.0,2.0,2.0,0.0,0.0
375.0,259.0,2.0,2.0,0.0,0.0
390.0,259.0,2.0,2.0,0.0,0.0
405.0,259.0,2.0,2.0,0.0,0.0
420.0,259.0,2.0,2.0,0.0,0.0
435.0,259.0,2.0,2.0,0.0,0.0
450.0,259.0,2.0,2.0,0.0,0.0
465.0,259.0,2.0,2.0,0.0,0.0
480.0,259.0,2.0,2.0,0.0,0.0
495.0,259.0,2.0,2.0,0.0,0.0
510.0,259.0,2.0,2.0,0.0,0.0
525.0,259.0,2.0,2.0,0.0,0.0
540.0,259.0,2.0,2.0,0.0,0.0
555.0,259.0,2.0,2.0,0.0,0.0
570.0,259.0,2.0,2.0,0.0,0.0
585.0,259.0,2.0,2.0,0.0,0.0
600.0,259.0,2.0,2.0,0.0,0.0
615.0,259.0,2.0,2.0,0.0,0.0
630.0,259.0,2.0,2.0,0.0,0.0
645.0,259.0,2.0,2.0,0.0,0.0
660.0,259.0,2.0,2.0,0.0,0.0
675.0,259.0,2.0,2.0,0.0,0.0
690.0,259.0,2.0,2.0,0.0,0.0
705.0,259.0,2.0,2.0,0.0,0.0
15.0,265.0,2.0,2.0,NaN,NaN
30.0,265.0,2.0,2.0,NaN,NaN
45.0,265.0,2.0,2.0,NaN,NaN
60.0,265.0,2.0,2.0,NaN,NaN
75.0,265.0,2.0,2.0,NaN,NaN
90.0,265.0,2.0,2.0,NaN,NaN
105.0,265.0,2.0,2.0,NaN,NaN
120.0,265.0,2.0,2.0,NaN,NaN
135.0,265.0,2.0,2.0,NaN,NaN
150.0,265.0,2.0,2.0,NaN,NaN
165.0,265.0,2.0,2.0,NaN,NaN
180.0,265.0,2.0,2.0,NaN,NaN
195.0,265.0,2.0,2.0,NaN,NaN
210.0,265.0,2.0,2.0,NaN,NaN
225.0,265.0,2.0,2.0,NaN,NaN
240.0,265.0,2.0,2.0,NaN,NaN
255.0,265.0,2.0,2.0,NaN,NaN
270.0,265.0,2.0,2.0,NaN,NaN
285.0,265.0,2.0,2.0,NaN,NaN
300.0,265.0,2.0,2.0,NaN,NaN
315.0,265.0,2.0,2.0,NaN,NaN
330.0,265.0,2.0,2.0,NaN,NaN
345.0,265.0,2.0,2.0,NaN,NaN
360.0,265.0,2.0,2.0,NaN,NaN
375.0,265.0,2.0,2.0,NaN,NaN
390.0,265.0,2.0,2.0,NaN,NaN
405.0,265.0,2.0,2.0,NaN,NaN
420.0,265.0,2.0,2.0,NaN,NaN
435.0,265.0,2.0,2.0,NaN,NaN
450.0,265.0,2.0,2.0,NaN,NaN
465.0,265.0,2.0,2.0,NaN,NaN
480.0,265.0,2.0,2.0,NaN,NaN
495.0,265.0,2.0,2.0,NaN,NaN
510.0,265.0,2.0,2.0,NaN,NaN
525.0,265.0,2.0,2.0,NaN,NaN
540.0,265.0,2.0,2.0,NaN,NaN
555.0,265.0,2.0,2.0,NaN,NaN
570.0,265.0,2.0,2.0,NaN,NaN
585.0,265.0,2.0,2.0,NaN,NaN
600.0,265.0,2.0,2.0,NaN,NaN
615.0,265.0,2.0,2.0,NaN,NaN
630.0,265.0,2.0,2.0,NaN,NaN
645.0,265.0,2.0,2.0,NaN,NaN
660.0,265.0,2.0,2.0,NaN,NaN
675.0,265.0,2.0,2.0,NaN,NaN
690.0,265.0,2.0,2.0,NaN,NaN
705.0,265.0,2.0,2.0,NaN,NaN
15.0,271.0,2.0,2.0,NaN,NaN
30.0,271.0,2.0,2.0,NaN,NaN
45.0,271.0,2.0,2.0,NaN,NaN
60.0,271.0,2.0,2.0,NaN,NaN
75.0,271.0,2.0,2.0,NaN,NaN
90.0,271.0,2.0,2.0,NaN,NaN
105.0,271.0,2.0,2.0,NaN,NaN
120.0,271.0,2.0,2.0,NaN,NaN
135.0,271.0,2.0,2.0,NaN,NaN
150.0,271.0,2.0,2.0,NaN,NaN
165.0,271.0,2.0,2.0,NaN,NaN
180.0,271.0,2.0,2.0,NaN,NaN
195.0,271.0,2.0,2.0,NaN,NaN
210.0,271.0,2.0,2.0,NaN,NaN
225.0,271.0,2.0,2.0,NaN,NaN
240.0,271.0,2.0,2.0,NaN,NaN
255.0,271.0,2.0,2.0,NaN,NaN
270.0,271.0,2.0,2.0,NaN,NaN
285.0,271.0,2.0,2.0,NaN,NaN
300.0,271.0,2.0,2.0,NaN,NaN
315.0,271.0,2.0,2.0,NaN,NaN
330.0,271.0,2.0,2.0,NaN,NaN
345.0,271.0,2.0,2.0,NaN,NaN
360.0,271.0,2.0,2.0,NaN,NaN
375.0,271.0,2.0,2.0,NaN,NaN
390.0,271.0,2.0,2.0,NaN,NaN
405.0,271.0,2.0,2.0,NaN,NaN
420.0,271.0,2.0,2.0,NaN,NaN
435.0,271.0,2.0,2.0,NaN,NaN
450.0,271.0,2.0,2.0,NaN,NaN
465.0,271.0,2.0,2.0,NaN,NaN
480.0,271.0,2.0,2.0,NaN,NaN
495.0,271.0,2.0,2.0,NaN,NaN
510.0,271.0,2.0,2.0,NaN,NaN
525.0,271.0,2.0,2.0,NaN,NaN
540.0,271.0,2.0,2.0,NaN,NaN
555.0,271.0,2.0,2.0,NaN,NaN
570.0,271.0,2.0,2.0,NaN,NaN
585.0,271.0,2.0,2.0,NaN,NaN
600.0,271.0,2.0,2.0,NaN,NaN
615.0,271.0,2.0,2.0,NaN,NaN
630.0,271.0,2.0,2.0,NaN,NaN
645.0,271.0,2.0,2.0,NaN,NaN
660.0,271.0,2.0,2.0,NaN,NaN
675.0,271.0,2.0,2.0,NaN,NaN
690.0,271.0,2.0,2.0,NaN,NaN
705.0,271.0,2.0,2.0,NaN,NaN
15.0,275.0,2.0,2.0,0.0,0.0
30.0,275.0,2.0,2.0,4.0,1.0
45.0,275.0,2.0,2.0,4.0,0.0
60.0,275.0,2.0,2.0,3.0,8.0
75.0,275.0,2.0,2.0,5.0,2.0
90.0,275.0,2.0,2.0,0.0,0.0
105.0,275.0,2.0,2.0,0.0,0.0
120.0,275.0,2.0,2.0,0.0,0.0
135.0,275.0,2.0,2.0,0.0,0.0
150.0,275.0,2.0,2.0,0.0,0.0
165.0,275.0,2.0,2.0,0.0,0.0
180.0,275.0,2.0,2.0,0.0,0.0
195.0,275.0,2.0,2.0,0.0,0.0
210.0,275.0,2.0,2.0,0.0,0.0
225.0,275.0,2.0,2.0,0.0,0.0
240.0,275.0,2.0,2.0,0.0,0.0
255.0,275.0,2.0,2.0,0.0,0.0
270.0,275.0,2.0,2.0,0.0,0.0
285.0,275.0,2.0,2.0,0.0,0.0
300.0,275.0,2.0,2.0,0.0,0.0
315.0,275.0,2.0,2.0,0.0,0.0
330.0,275.0,2.0,2.0,0.0,0.0
345.0,275.0,2.0,2.0,0.0,0.0
360.0,275.0,2.0,2.0,0.0,0.0
375.0,275.0,2.0,2.0,0.0,0.0
390.0,275.0,2.0,2.0,0.0,0.0
405.0,275.0,2.0,2.0,0.0,0.0
420.0,275.0,2.0,2.0,0.0,0.0
435.0,275.0,2.0,2.0,0.0,0.0
450.0,275.0,2.0,2.0,0.0,0.0
465.0,275.0,2.0,2.0,0.0,0.0
480.0,275.0,2.0,2.0,0.0,0.0
495.0,275.0,2.0,2.0,0.0,0.0
510.0,275.0,2.0,2.0,0.0,0.0
525.0,275.0,2.0,2.0,0.0,0.0
540.0,275.0,2.0,2.0,0.0,0.0
555.0,275.0,2.0,2.0,0.0,0.0
570.0,275.0,2.0,2.0,0.0,0.0
585.0,275.0,2.0,2.0,0.0,0.0
600.0,275.0,2.0,2.0,0.0,0.0
615.0,275.0,2.0,2.0,0.0,0.0
630.0,275.0,2.0,2.0,0.0,0.0
645.0,275.0,2.0,2.0,0.0,0.0
660.0,275.0,2.0,2.0,0.0,0.0
675.0,275.0,2.0,2.0,0.0,0.0
690.0,275.0,2.0,2.0,0.0,0.0
705.0,275.0,2.0,2.0,0.0,0.0
15.0,261.0,2.0,2.0,NaN,NaN
30.0,261.0,2.0,2.0,NaN,NaN
45.0,261.0,2.0,2.0,NaN,NaN
60.0,261.0,2.0,2.0,NaN,NaN
75.0,261.0,2.0,2.0,NaN,NaN
90.0,261.0,2.0,2.0,NaN,NaN
105.0,261.0,2.0,2.0,NaN,NaN
120.0,261.0,2.0,2.0,NaN,NaN
135.0,261.0,2.0,2.0,NaN,NaN
150.0,261.0,2.0,2.0,NaN,NaN
165.0,261.0,2.0,2.0,NaN,NaN
180.0,261.0,2.0,2.0,NaN,NaN
195.0,261.0,2.0,2.0,NaN,NaN
210.0,261.0,2.0,2.0,NaN,NaN
225.0,261.0,2.0,2.0,NaN,NaN
240.0,261.0,2.0,2.0,NaN,NaN
255.0,261.0,2.0,2.0,NaN,NaN
270.0,261.0,2.0,2.0,NaN,NaN
285.0,261.0,2.0,2.0,NaN,NaN
300.0,261.0,2.0,2.0,NaN,NaN
315.0,261.0,2.0,2.0,NaN,NaN
330.0,261.0,2.0,2.0,NaN,NaN
345.0,261.0,2.0,2.0,NaN,NaN
360.0,261.0,2.0,2.0,NaN,NaN
375.0,261.0,2.0,2.0,NaN,NaN
390.0,261.0,2.0,2.0,NaN,NaN
405.0,261.0,2.0,2.0,NaN,NaN
420.0,261.0,2.0,2.0,NaN,NaN
435.0,261.0,2.0,2.0,NaN,NaN
450.0,261.0,2.0,2.0,NaN,NaN
465.0,261.0,2.0,2.0,NaN,NaN
480.0,261.0,2.0,2.0,NaN,NaN
495.0,261.0,2.0,2.0,NaN,NaN
510.0,261.0,2.0,2.0,NaN,NaN
525.0,261.0,2.0,2.0,NaN,NaN
540.0,261.0,2.0,2.0,NaN,NaN
555.0,261.0,2.0,2.0,NaN,NaN
570.0,261.0,2.0,2.0,NaN,NaN
585.0,261.0,2.0,2.0,NaN,NaN
600.0,261.0,2.0,2.0,NaN,NaN
615.0,261.0,2.0,2.0,NaN,NaN
630.0,261.0,2.0,2.0,NaN,NaN
645.0,261.0,2.0,2.0,NaN,NaN
660.0,261.0,2.0,2.0,NaN,NaN
675.0,261.0,2.0,2.0,NaN,NaN
690.0,261.0,2.0,2.0,NaN,NaN
